"","word","freq.all","freq.general"
"3558","sudanese",2,NA
"3559","miracle",2,NA
"3560","recommendation",2,NA
"3561","teachers",2,NA
"3562","affirmation",2,NA
"3563","aspiration",2,NA
"3564","observe",2,1
"3565","channels",2,1
"3566","muhammad",2,2
"3567","naim",2,2
"3568","sardar",2,2
"3569","alliances",2,NA
"3570","category",2,NA
"3571","ceylons",2,NA
"3572","definition",2,NA
"3573","trends",2,NA
"3574","convention",2,NA
"3575","congressman",2,NA
"3576","powell",2,NA
"3577","feudal",2,NA
"3578","advisable",1,1
"3579","alley",1,1
"3580","asianafricanconference",1,1
"3581","commion",1,1
"3582","concurrently",1,1
"3583","cosponsoring",1,1
"3584","daughters",1,1
"3585","dearest",1,1
"3586","detailing",1,1
"3587","expand",1,1
"3588","expanded",1,1
"3589","explored",1,1
"3590","followsâ€œ",1,1
"3591","indo",1,1
"3592","irrevocably",1,1
"3593","kandy",1,1
"3594","manilathere",1,1
"3595","mect",1,1
"3596","mortgage",1,1
"3597","nationsmuch",1,1
"3598","nol",1,1
"3599","ofasia",1,1
"3600","oncecolonised",1,1
"3601","outlined",1,1
"3602","pantja",1,1
"3603","patternwe",1,1
"3604","paving",1,1
"3605","peacehumanity",1,1
"3606","preferably",1,1
"3607","radiobroadeast",1,1
"3608","rangoon",1,1
"3609","relationsâ ",1,1
"3610","rests",1,1
"3611","resume",1,1
"3612","shirk",1,1
"3613","spent",1,1
"3614","utilisation",1,1
"3615","variously",1,1
"3616","wasalso",1,1
"3617","weekthis",1,1
"3618","aprilthe",1,NA
"3619","briefly",1,NA
"3620","cach",1,NA
"3621","clarification",1,NA
"3622","conferencethe",1,NA
"3623","consequential",1,NA
"3624","damage",1,NA
"3625","delegationthe",1,NA
"3626","desired",1,NA
"3627","engage",1,NA
"3628","experimental",1,NA
"3629","gratification",1,NA
"3630","hostilities",1,NA
"3631","mattersthe",1,NA
"3632","mineral",1,NA
"3633","ministerial",1,NA
"3634","minor",1,NA
"3635","modifications",1,NA
"3636","relationsâ b",1,NA
"3637","review",1,NA
"3638","solemn",1,NA
"3639","sponsorship",1,NA
"3640","subsoil",1,NA
"3641","surveys",1,NA
"3642","thismatter",1,NA
"3643","unascertained",1,NA
"3644","utilization",1,NA
"3645","vietnamnorth",1,NA
"3646","â d",1,NA
"3647","answering",1,1
"3648","anticipate",1,1
"3649","asiathere",1,1
"3650","chinathe",1,1
"3651","communication",1,1
"3652","concerns",1,1
"3653","conferencein",1,1
"3654","contain",1,1
"3655","deviate",1,1
"3656","djojos",1,1
"3657","editor",1,1
"3658","envisage",1,1
"3659","fivepower",1,1
"3660","fã¶ster",1,1
"3661","inswhat",1,1
"3662","israelwhether",1,1
"3663","koreaas",1,1
"3664","minimized",1,1
"3665","monopolized",1,1
"3666","nationssome",1,1
"3667","politicsno",1,1
"3668","positively",1,1
"3669","presumption",1,1
"3670","procommunist",1,1
"3671","reply",1,1
"3672","sastroamb",1,1
"3673","vietnamthat",1,1
"3674","washingtonthis",1,1
"3675","whatthe",1,1
"3676","whereas",1,1
"3677","worldsince",1,1
"3678","accomplishes",1,NA
"3679","confound",1,NA
"3680","consultations",1,NA
"3681","contsructive",1,NA
"3682","deciding",1,NA
"3683","fides",1,NA
"3684","machinerary",1,NA
"3685","preponderance",1,NA
"3686","rearer",1,NA
"3687","restraining",1,NA
"3688","reveal",1,NA
"3689","sceptisc",1,NA
"3690","sufficiently",1,NA
"3691","commands",1,NA
"3692","earned",1,NA
"3693","enhancesphere",1,NA
"3694","enlisting",1,NA
"3695","fails",1,NA
"3696","fivepoint",1,NA
"3697","fledged",1,NA
"3698","fore",1,NA
"3699","forfeited",1,NA
"3700","ides",1,NA
"3701","indonesiawhen",1,NA
"3702","muslims",1,NA
"3703","nehruchou",1,NA
"3704","ovation",1,NA
"3705","overwhelming",1,NA
"3706","participationpakistan",1,NA
"3707","pause",1,NA
"3708","peacepakistan",1,NA
"3709","performance",1,NA
"3710","plea",1,NA
"3711","prayers",1,NA
"3712","spontaneous",1,NA
"3713","stirring",1,NA
"3714","strugglepakistans",1,NA
"3715","transcend",1,NA
"3716","adhered",1,NA
"3717","bea",1,NA
"3718","behold",1,NA
"3719","bharat",1,NA
"3720","colonialismd",1,NA
"3721","communismwac",1,NA
"3722","cult",1,NA
"3723","deals",1,NA
"3724","decisionsand",1,NA
"3725","deteriorated",1,NA
"3726","disclosed",1,NA
"3727","discovery",1,NA
"3728","emphatically",1,NA
"3729","ferring",1,NA
"3730","flourishing",1,NA
"3731","fostered",1,NA
"3732","functions",1,NA
"3733","groan",1,NA
"3734","institution",1,NA
"3735","magnified",1,NA
"3736","majoritys",1,NA
"3737","misnomer",1,NA
"3738","mobilising",1,NA
"3739","obtain",1,NA
"3740","periodical",1,NA
"3741","pigmented",1,NA
"3742","pretence",1,NA
"3743","problematical",1,NA
"3744","proportions",1,NA
"3745","rearing",1,NA
"3746","relationsb",1,NA
"3747","representedc",1,NA
"3748","revelation",1,NA
"3749","revived",1,NA
"3750","standsdawn",1,NA
"3751","stricly",1,NA
"3752","subdivision",1,NA
"3753","surrender",1,NA
"3754","surrenderand",1,NA
"3755","thejakarta",1,NA
"3756","transplant",1,NA
"3757","ugly",1,NA
"3758","underlies",1,NA
"3759","unsatisfactory",1,NA
"3760","administrators",1,NA
"3761","alljana",1,NA
"3762","aou",1,NA
"3763","cohesion",1,NA
"3764","colomba",1,NA
"3765","coloniallism",1,NA
"3766","degrading",1,NA
"3767","depths",1,NA
"3768","dismiss",1,NA
"3769","domains",1,NA
"3770","erupted",1,NA
"3771","europeaction",1,NA
"3772","excited",1,NA
"3773","formula",1,NA
"3774","freedomthe",1,NA
"3775","glaring",1,NA
"3776","guiana",1,NA
"3777","harsh",1,NA
"3778","hears",1,NA
"3779","hã¤ministrative",1,NA
"3780","imperial",1,NA
"3781","imperialisms",1,NA
"3782","induced",1,NA
"3783","ineffective",1,NA
"3784","irrelevant",1,NA
"3785","jana",1,NA
"3786","largest",1,NA
"3787","majorities",1,NA
"3788","melancholy",1,NA
"3789","microscopic",1,NA
"3790","older",1,NA
"3791","onionial",1,NA
"3792","overlords",1,NA
"3793","platitudinous",1,NA
"3794","powerthose",1,NA
"3795","regi",1,NA
"3796","risksunless",1,NA
"3797","rulers",1,NA
"3798","selfdeterminationthe",1,NA
"3799","settlers",1,NA
"3800","shrinking",1,NA
"3801","simmering",1,NA
"3802","soften",1,NA
"3803","solicitude",1,NA
"3804","sovietised",1,NA
"3805","springs",1,NA
"3806","survive",1,NA
"3807","sympatheticallyafrica",1,NA
"3808","talentswhether",1,NA
"3809","themselvesand",1,NA
"3810","tortuous",1,NA
"3811","unctuous",1,NA
"3812","vigilant",1,NA
"3813","anchors",1,NA
"3814","arbitrary",1,NA
"3815","backwand",1,NA
"3816","barbedwire",1,NA
"3817","calculation",1,NA
"3818","conquests",1,NA
"3819","cpower",1,NA
"3820","cupidity",1,NA
"3821","delimits",1,NA
"3822","delineation",1,NA
"3823","deluding",1,NA
"3824","donethe",1,NA
"3825","drivethrough",1,NA
"3826","enclose",1,NA
"3827","endless",1,NA
"3828","epidity",1,NA
"3829","essay",1,NA
"3830","promiers",1,NA
"3831","rage",1,NA
"3832","sadly",1,NA
"3833","sentimental",1,NA
"3834","sizeable",1,NA
"3835","southwest",1,NA
"3836","spirits",1,NA
"3837","stockade",1,NA
"3838","stripthe",1,NA
"3839","stupidly",1,NA
"3840","sympathyas",1,NA
"3841","terrors",1,NA
"3842","tibet",1,NA
"3843","verbal",1,NA
"3844","wonders",1,NA
"3845","elmi",1,NA
"3846","fareydun",1,NA
"3847","sadri",1,NA
"3848","allocating",1,NA
"3849","ally",1,NA
"3850","auspices",1,NA
"3851","difference",1,NA
"3852","effectiveness",1,NA
"3853","geographically",1,NA
"3854","neighborliness",1,NA
"3855","organisers",1,NA
"3856","originated",1,NA
"3857","peacelovers",1,NA
"3858","pounds",1,NA
"3859","qualify",1,NA
"3860","roles",1,NA
"3861","seaboard",1,NA
"3862","umbrellas",1,NA
"3863","communis",1,NA
"3864","demanding",1,NA
"3865","examiner",1,NA
"3866","excluding",1,NA
"3867","ina",1,NA
"3868","insistent",1,NA
"3869","omission",1,NA
"3870","potentially",1,NA
"3871","propagandists",1,NA
"3872","showing",1,NA
"3873","sounded",1,NA
"3874","tasmania",1,NA
"3875","wheel",1,NA
"3876","admits",1,NA
"3877","buzzing",1,NA
"3878","collection",1,NA
"3879","concert",1,NA
"3880","cooperative",1,NA
"3881","daughterswhose",1,NA
"3882","eased",1,NA
"3883","entertainment",1,NA
"3884","firstclass",1,NA
"3885","fringes",1,NA
"3886","hoping",1,NA
"3887","materially",1,NA
"3888","ness",1,NA
"3889","nuin",1,NA
"3890","paragraphs",1,NA
"3891","picked",1,NA
"3892","pressed",1,NA
"3893","purposeless",1,NA
"3894","quoted",1,NA
"3895","recurring",1,NA
"3896","reliably",1,NA
"3897","revolve",1,NA
"3898","round",1,NA
"3899","scales",1,NA
"3900","school",1,NA
"3901","togethernessand",1,NA
"3902","tokyo",1,NA
"3903","tonight",1,NA
"3904","uncommittedphrase",1,NA
"3905","unofficial",1,NA
"3906","verdict",1,NA
"3907","anachronistic",1,NA
"3908","antichinese",1,NA
"3909","approving",1,NA
"3910","aprils",1,NA
"3911","arealready",1,NA
"3912","avanti",1,NA
"3913","consi",1,NA
"3914","dered",1,NA
"3915","diffident",1,NA
"3916","evaluated",1,NA
"3917","examine",1,NA
"3918","exclude",1,NA
"3919","favourably",1,NA
"3920","feared",1,NA
"3921","howã¨ver",1,NA
"3922","insofar",1,NA
"3923","intermediary",1,NA
"3924","isolate",1,NA
"3925","italy",1,NA
"3926","particulary",1,NA
"3927","presupposition",1,NA
"3928","rejected",1,NA
"3929","rigid",1,NA
"3930","rumours",1,NA
"3931","telaviv",1,NA
"3932","thorough",1,NA
"3933","blindness",1,NA
"3934","devoting",1,NA
"3935","director",1,NA
"3936","fieldmarshal",1,NA
"3937","gazette",1,NA
"3938","haveenough",1,NA
"3939","literary",1,NA
"3940","manocuvres",1,NA
"3941","ofeast",1,NA
"3942","paoshrianon",1,NA
"3943","pinchunhavan",1,NA
"3944","police",1,NA
"3945","amerational",1,NA
"3946","clauses",1,NA
"3947","connot",1,NA
"3948","counterrevolution",1,NA
"3949","criteria",1,NA
"3950","criterion",1,NA
"3951","describe",1,NA
"3952","describes",1,NA
"3953","device",1,NA
"3954","dubious",1,NA
"3955","elephant",1,NA
"3956","exacerbate",1,NA
"3957","fable",1,NA
"3958","foretell",1,NA
"3959","germany",1,NA
"3960","indecision",1,NA
"3961","inso",1,NA
"3962","intelligible",1,NA
"3963","limiting",1,NA
"3964","lippmann",1,NA
"3965","luxury",1,NA
"3966","malady",1,NA
"3967","modification",1,NA
"3968","nonadmission",1,NA
"3969","parliamentary",1,NA
"3970","pescadores",1,NA
"3971","plainer",1,NA
"3972","plainly",1,NA
"3973","push",1,NA
"3974","rational",1,NA
"3975","rearm",1,NA
"3976","revisions",1,NA
"3977","rican",1,NA
"3978","stories",1,NA
"3979","surreptitiously",1,NA
"3980","theshape",1,NA
"3981","treaties",1,NA
"3982","undergoing",1,NA
"3983","viction",1,NA
"3984","vulnerability",1,NA
"3985","vulnerable",1,NA
"3986","withdrawing",1,NA
"3987","workable",1,NA
"3988","argument",1,NA
"3989","bond",1,NA
"3990","boundary",1,NA
"3991","bulk",1,NA
"3992","carefully",1,NA
"3993","combed",1,NA
"3994","distrust",1,NA
"3995","element",1,NA
"3996","emerging",1,NA
"3997","fair",1,NA
"3998","grand",1,NA
"3999","grows",1,NA
"4000","inferior",1,NA
"4001","israck",1,NA
"4002","loses",1,NA
"4003","mandate",1,NA
"4004","montreal",1,NA
"4005","offhand",1,NA
"4006","partitioned",1,NA
"4007","poles",1,NA
"4008","quality",1,NA
"4009","recite",1,NA
"4010","subcontinent",1,NA
"4011","takes",1,NA
"4012","violently",1,NA
"4013","acton",1,NA
"4014","advocacy",1,NA
"4015","broader",1,NA
"4016","burmas",1,NA
"4017","citizen",1,NA
"4018","disposed",1,NA
"4019","dry",1,NA
"4020","favors",1,NA
"4021","inter",1,NA
"4022","nebru",1,NA
"4023","ontawa",1,NA
"4024","populous",1,NA
"4025","powder",1,NA
"4026","predominantly",1,NA
"4027","rejects",1,NA
"4028","ruin",1,NA
"4029","stabilize",1,NA
"4030","acknowledgment",1,NA
"4031","anda",1,NA
"4032","banish",1,NA
"4033","bidden",1,NA
"4034","bids",1,NA
"4035","bind",1,NA
"4036","communities",1,NA
"4037","dependencies",1,NA
"4038","discontent",1,NA
"4039","discontented",1,NA
"4040","englishspeaking",1,NA
"4041","genciation",1,NA
"4042","headquarters",1,NA
"4043","inhabited",1,NA
"4044","invitatons",1,NA
"4045","lower",1,NA
"4046","mail",1,NA
"4047","measuring",1,NA
"4048","plight",1,NA
"4049","pointedly",1,NA
"4050","quipped",1,NA
"4051","rallying",1,NA
"4052","refrained",1,NA
"4053","regimes",1,NA
"4054","respects",1,NA
"4055","scattered",1,NA
"4056","seething",1,NA
"4057","shaky",1,NA
"4058","thedistribution",1,NA
"4059","toronto",1,NA
"4060","tothe",1,NA
"4061","unaccustomed",1,NA
"4062","unaccustomedto",1,NA
"4063","upheaval",1,NA
"4064","woefully",1,NA
"4065","agitation",1,1
"4066","asoka",1,1
"4067","assortment",1,1
"4068","counrepresented",1,1
"4069","experiare",1,1
"4070","extraordinary",1,1
"4071","forefront",1,1
"4072","hon",1,1
"4073","liberasuppressed",1,1
"4074","mentioning",1,1
"4075","metha",1,1
"4076","misunderstand",1,1
"4077","officiallevel",1,1
"4078","rival",1,1
"4079","sponsor",1,1
"4080","structures",1,1
"4081","subconsciously",1,1
"4082","unconsciously",1,1
"4083","canhave",1,NA
"4084","curiosity",1,NA
"4085","displaying",1,NA
"4086","enthuse",1,NA
"4087","examining",1,NA
"4088","halt",1,NA
"4089","hearten",1,NA
"4090","hungarian",1,NA
"4091","indisputably",1,NA
"4092","journals",1,NA
"4093","keynote",1,NA
"4094","lao",1,NA
"4095","lubu",1,NA
"4096","nep",1,NA
"4097","nhandan",1,NA
"4098","polish",1,NA
"4099","possiblities",1,NA
"4100","publicized",1,NA
"4101","signal",1,NA
"4102","sounds",1,NA
"4103","stormy",1,NA
"4104","szabab",1,NA
"4105","trybuna",1,NA
"4106","unqualified",1,NA
"4107","vacillating",1,NA
"4108","victorious",1,NA
"4109","wouldbe",1,NA
"4110","aggravate",1,NA
"4111","alakhbar",1,NA
"4112","attaches",1,NA
"4113","blindfolded",1,NA
"4114","colonel",1,NA
"4115","dent",1,NA
"4116","encroach",1,NA
"4117","gamal",1,NA
"4118","headline",1,NA
"4119","imporis",1,NA
"4120","indepenleader",1,NA
"4121","massacres",1,NA
"4122","mena",1,NA
"4123","partiality",1,NA
"4124","please",1,NA
"4125","rapprochement",1,NA
"4126","stresses",1,NA
"4127","tance",1,NA
"4128","alahram",1,NA
"4129","allied",1,NA
"4130","criticising",1,NA
"4131","diplomatists",1,NA
"4132","efficient",1,NA
"4133","encourages",1,NA
"4134","hington",1,NA
"4135","intelligent",1,NA
"4136","invaluable",1,NA
"4137","reconnect",1,NA
"4138","refrainment",1,NA
"4139","refute",1,NA
"4140","relied",1,NA
"4141","selected",1,NA
"4142","subsequently",1,NA
"4143","wasconference",1,NA
"4144","appoint",1,NA
"4145","arena",1,NA
"4146","burdened",1,NA
"4147","cosponsors",1,NA
"4148","delicate",1,NA
"4149","diplomaticallyqualified",1,NA
"4150","drafted",1,NA
"4151","insist",1,NA
"4152","operates",1,NA
"4153","portfolio",1,NA
"4154","protocolmindedsponsors",1,NA
"4155","shifting",1,NA
"4156","vetoed",1,NA
"4157","bethat",1,NA
"4158","countryheld",1,NA
"4159","definitely",1,NA
"4160","dispatch",1,NA
"4161","dispatched",1,NA
"4162","fortheoming",1,NA
"4163","goodneighbor",1,NA
"4164","hesitant",1,NA
"4165","introduce",1,NA
"4166","investigate",1,NA
"4167","leftist",1,NA
"4168","mainichi",1,NA
"4169","makeup",1,NA
"4170","membered",1,NA
"4171","nucleus",1,NA
"4172","orphan",1,NA
"4173","prospective",1,NA
"4174","reciprocally",1,NA
"4175","rok",1,NA
"4176","shimbun",1,NA
"4177","tobe",1,NA
"4178","utterance",1,NA
"4179","willingly",1,NA
"4180","admiral",1,NA
"4181","advocates",1,NA
"4182","brass",1,NA
"4183","bucharest",1,NA
"4184","candid",1,NA
"4185","commentator",1,NA
"4186","compel",1,NA
"4187","counand",1,NA
"4188","counterposing",1,NA
"4189","dividing",1,NA
"4190","embarrassed",1,NA
"4191","endeavouring",1,NA
"4192","enhance",1,NA
"4193","firstrate",1,NA
"4194","hats",1,NA
"4195","hbomb",1,NA
"4196","hindustan",1,NA
"4197","indignantly",1,NA
"4198","kuangmingjihpao",1,NA
"4199","liberationmovement",1,NA
"4200","loomed",1,NA
"4201","notes",1,NA
"4202","ofthese",1,NA
"4203","radford",1,NA
"4204","receives",1,NA
"4205","retaliating",1,NA
"4206","sambor",1,NA
"4207","scare",1,NA
"4208","socioeconomic",1,NA
"4209","soparticipation",1,NA
"4210","stepping",1,NA
"4211","stimulate",1,NA
"4212","understandably",1,NA
"4213","usmanufactured",1,NA
"4214","washingtons",1,NA
"4215","actionthat",1,NA
"4216","borderline",1,NA
"4217","dagbladet",1,NA
"4218","differentiate",1,NA
"4219","differentiation",1,NA
"4220","disapproval",1,NA
"4221","dissension",1,NA
"4222","illustrated",1,NA
"4223","mammoth",1,NA
"4224","names",1,NA
"4225","noticeably",1,NA
"4226","omitted",1,NA
"4227","query",1,NA
"4228","setback",1,NA
"4229","signatories",1,NA
"4230","svenska",1,NA
"4231","sweden",1,NA
"4232","teeth",1,NA
"4233","undermining",1,NA
"4234","unfavourable",1,NA
"4235","uninvited",1,NA
"4236","arbeiderbladet",1,NA
"4237","britains",1,NA
"4238","canberra",1,NA
"4239","competing",1,NA
"4240","counterbalanced",1,NA
"4241","defended",1,NA
"4242","exposed",1,NA
"4243","imperialistic",1,NA
"4244","interrogation",1,NA
"4245","looser",1,NA
"4246","nerver",1,NA
"4247","oslo",1,NA
"4248","ouarters",1,NA
"4249","seatoconference",1,NA
"4250","seatomembers",1,NA
"4251","spotted",1,NA
"4252","adventures",1,NA
"4253","advise",1,NA
"4254","anthony",1,NA
"4255","arctic",1,NA
"4256","arouse",1,NA
"4257","arrested",1,NA
"4258","assistant",1,NA
"4259","barring",1,NA
"4260","boycot",1,NA
"4261","canalcoursed",1,NA
"4262","champions",1,NA
"4263","charges",1,NA
"4264","circle",1,NA
"4265","cities",1,NA
"4266","civilian",1,NA
"4267","contend",1,NA
"4268","convoked",1,NA
"4269","custody",1,NA
"4270","dag",1,NA
"4271","daughter",1,NA
"4272","dependable",1,NA
"4273","desertion",1,NA
"4274","detroit",1,NA
"4275","dim",1,NA
"4276","disappeared",1,NA
"4277","discourage",1,NA
"4278","disposition",1,NA
"4279","dissipate",1,NA
"4280","diverge",1,NA
"4281","dozen",1,NA
"4282","earths",1,NA
"4283","embroil",1,NA
"4284","emperor",1,NA
"4285","erika",1,NA
"4286","folly",1,NA
"4287","foreseeing",1,NA
"4288","freeing",1,NA
"4289","fumed",1,NA
"4290","generalities",1,NA
"4291","gravest",1,NA
"4292","grumbling",1,NA
"4293","hammarskjold",1,NA
"4294","hint",1,NA
"4295","hopefully",1,NA
"4296","imbecile",1,NA
"4297","indresden",1,NA
"4298","jailed",1,NA
"4299","javanese",1,NA
"4300","kaiser",1,NA
"4301","kaisheks",1,NA
"4302","korean",1,NA
"4303","leads",1,NA
"4304","manilapact",1,NA
"4305","metropolis",1,NA
"4306","mysterious",1,NA
"4307","neutralize",1,NA
"4308","newsweek",1,NA
"4309","noel",1,NA
"4310","nooristown",1,NA
"4311","notorious",1,NA
"4312","onetime",1,NA
"4313","popularizer",1,NA
"4314","preoccupation",1,NA
"4315","prisone",1,NA
"4316","privately",1,NA
"4317","rain",1,NA
"4318","recalled",1,NA
"4319","releasing",1,NA
"4320","robertson",1,NA
"4321","sabotage",1,NA
"4322","sending",1,NA
"4323","slavelabour",1,NA
"4324","sneer",1,NA
"4325","soviets",1,NA
"4326","spies",1,NA
"4327","starks",1,NA
"4328","talent",1,NA
"4329","unhappily",1,NA
"4330","unleashing",1,NA
"4331","verdine",1,NA
"4332","volcanoringed",1,NA
"4333","walkover",1,NA
"4334","wallach",1,NA
"4335","weaning",1,NA
"4336","wilhelm",1,NA
"4337","algerian",1,NA
"4338","ambassadors",1,NA
"4339","announced",1,NA
"4340","consumption",1,NA
"4341","counrecognize",1,NA
"4342","csm",1,NA
"4343","dilemma",1,NA
"4344","drum",1,NA
"4345","emotional",1,NA
"4346","endorsed",1,NA
"4347","evolved",1,NA
"4348","gestures",1,NA
"4349","grouping",1,NA
"4350","initial",1,NA
"4351","khaleq",1,NA
"4352","knack",1,NA
"4353","liberated",1,NA
"4354","marashian",1,NA
"4355","neutralists",1,NA
"4356","occasional",1,NA
"4357","orientation",1,NA
"4358","persuasive",1,NA
"4359","progreat",1,NA
"4360","publicrelations",1,NA
"4361","reunion",1,NA
"4362","revive",1,NA
"4363","similarly",1,NA
"4364","stir",1,NA
"4365","suited",1,NA
"4366","summoned",1,NA
"4367","tendencies",1,NA
"4368","trustees",1,NA
"4369","woo",1,NA
"4370","allinclusive",1,NA
"4371","asserts",1,NA
"4372","centered",1,NA
"4373","conterence",1,NA
"4374","demonstrates",1,NA
"4375","dollars",1,NA
"4376","dulleseisenhower",1,NA
"4377","dump",1,NA
"4378","envisioned",1,NA
"4379","expose",1,NA
"4380","figments",1,NA
"4381","mockery",1,NA
"4382","occured",1,NA
"4383","proposes",1,NA
"4384","recognizes",1,NA
"4385","refuses",1,NA
"4386","slap",1,NA
"4387","stupid",1,NA
"4388","suppose",1,NA
"4389","tackle",1,NA
"4390","token",1,NA
"4391","administrator",1,NA
"4392","barrier",1,NA
"4393","beside",1,NA
"4394","blazing",1,NA
"4395","breadbeating",1,NA
"4396","byword",1,NA
"4397","canals",1,NA
"4398","complemented",1,NA
"4399","cooperating",1,NA
"4400","counteract",1,NA
"4401","crucial",1,NA
"4402","disengagement",1,NA
"4403","enlarged",1,NA
"4404","exotic",1,NA
"4405","foundational",1,NA
"4406","funds",1,NA
"4407","governmental",1,NA
"4408","grants",1,NA
"4409","harold",1,NA
"4410","heat",1,NA
"4411","literacy",1,NA
"4412","masquerading",1,NA
"4413","meddling",1,NA
"4414","purged",1,NA
"4415","reinforced",1,NA
"4416","selfrealization",1,NA
"4417","slender",1,NA
"4418","spends",1,NA
"4419","stassen",1,NA
"4420","steaming",1,NA
"4421","takeover",1,NA
"4422","techniques",1,NA
"4423","temples",1,NA
"4424","titing",1,NA
"4425","tough",1,NA
"4426","truthful",1,NA
"4427","turgid",1,NA
"4428","underpinning",1,NA
"4429","villagelevel",1,NA
"4430","achenese",1,1
"4431","acid",1,1
"4432","afternoontea",1,1
"4433","amidst",1,1
"4434","anniversary",1,1
"4435","artery",1,1
"4436","asien",1,1
"4437","awak",1,1
"4438","awoken",1,1
"4439","axe",1,1
"4440","balinese",1,1
"4441","bamboospã©ars",1,1
"4442","bataks",1,1
"4443","bears",1,1
"4444","behoves",1,1
"4445","beleaguered",1,1
"4446","besieged",1,1
"4447","bhinneka",1,1
"4448","bismillah",1,1
"4449","blockade",1,1
"4450","blockaded",1,1
"4451","bloom",1,1
"4452","bombers",1,1
"4453","bondswhich",1,1
"4454","bounty",1,1
"4455","brussels",1,1
"4456","cat",1,1
"4457","centraljavanese",1,1
"4458","centralsumatrans",1,1
"4459","chain",1,1
"4460","chamber",1,1
"4461","characters",1,1
"4462","chasms",1,1
"4463","christianity",1,1
"4464","christians",1,1
"4465","circumnstances",1,1
"4466","civabuddhists",1,1
"4467","combinations",1,1
"4468","compensate",1,1
"4469","confess",1,1
"4470","confucianism",1,1
"4471","consulted",1,1
"4472","consume",1,1
"4473","contaminated",1,1
"4474","corroded",1,1
"4475","countryside",1,1
"4476","cri",1,1
"4477","cry",1,1
"4478","darkened",1,1
"4479","darkest",1,1
"4480","darkness",1,1
"4481","dawned",1,1
"4482","dear",1,1
"4483","debased",1,1
"4484","deceived",1,1
"4485","degradation",1,1
"4486","denies",1,1
"4487","desmoulins",1,1
"4488","destroying",1,1
"4489","diabolical",1,1
"4490","diminished",1,1
"4491","diplo",1,1
"4492","dispersed",1,1
"4493","disruption",1,1
"4494","distorted",1,1
"4495","diveristy",1,1
"4496","dogs",1,1
"4497","door",1,1
"4498","doorstep",1,1
"4499","dress",1,1
"4500","drink",1,1
"4501","drives",1,1
"4502","dã©tre",1,1
"4503","eighteenth",1,1
"4504","enchanced",1,1
"4505","encounter",1,1
"4506","engaged",1,1
"4507","ening",1,1
"4508","enlightened",1,1
"4509","erected",1,1
"4510","escaped",1,1
"4511","etches",1,1
"4512","exacted",1,1
"4513","examples",1,1
"4514","exiled",1,1
"4515","expectation",1,1
"4516","faire",1,1
"4517","falsify",1,1
"4518","fifty",1,1
"4519","flew",1,1
"4520","flints",1,1
"4521","foolishly",1,1
"4522","forerunner",1,1
"4523","futures",1,1
"4524","gasps",1,1
"4525","gibraltar",1,1
"4526","gladly",1,1
"4527","grain",1,1
"4528","grenades",1,1
"4529","guises",1,1
"4530","handinhand",1,1
"4531","hardest",1,1
"4532","hinduism",1,1
"4533","historically",1,1
"4534","houses",1,1
"4535","humanitys",1,1
"4536","humiliation",1,1
"4537","hurricanes",1,1
"4538","ika",1,1
"4539","imitation",1,1
"4540","imperil",1,1
"4541","impersonal",1,1
"4542","imprisoned",1,1
"4543","individuality",1,1
"4544","indoaryan",1,1
"4545","indomitable",1,1
"4546","indulge",1,1
"4547","inject",1,1
"4548","inmaterial",1,1
"4549","intellectually",1,1
"4550","intself",1,1
"4551","invincible",1,1
"4552","irresistible",1,1
"4553","jainism",1,1
"4554","jand",1,1
"4555","jet",1,1
"4556","journeys",1,1
"4557","knock",1,1
"4558","lanka",1,1
"4559","lash",1,1
"4560","liberalism",1,1
"4561","lightning",1,1
"4562","likelihood",1,1
"4563","lit",1,1
"4564","lived",1,1
"4565","locked",1,1
"4566","longfellow",1,1
"4567","loot",1,1
"4568","macy",1,1
"4569","madurese",1,1
"4570","malayans",1,1
"4571","manifold",1,1
"4572","marched",1,1
"4573","marhaenism",1,1
"4574","maybe",1,1
"4575","monarchism",1,1
"4576","mortgaged",1,1
"4577","moslims",1,1
"4578","motherland",1,1
"4579","motifs",1,1
"4580","multiformity",1,1
"4581","newlyrecovered",1,1
"4582","obscured",1,1
"4583","observance",1,1
"4584","occupied",1,1
"4585","ocean",1,1
"4586","omnipotence",1,1
"4587","onwards",1,1
"4588","outstripped",1,1
"4589","parents",1,1
"4590","particles",1,1
"4591","passer",1,1
"4592","paul",1,1
"4593","pay",1,1
"4594","perverted",1,1
"4595","physically",1,1
"4596","plague",1,1
"4597","plants",1,1
"4598","playthings",1,1
"4599","poet",1,1
"4600","poisons",1,1
"4601","powerpolitics",1,1
"4602","precedent",1,1
"4603","probed",1,1
"4604","proclamation",1,1
"4605","professing",1,1
"4606","profit",1,1
"4607","profitable",1,1
"4608","propagate",1,1
"4609","pumped",1,1
"4610","radiance",1,1
"4611","reasoned",1,1
"4612","reassurance",1,1
"4613","reawakening",1,1
"4614","records",1,1
"4615","rehabilitation",1,1
"4616","rehearsal",1,1
"4617","released",1,1
"4618","reluctantly",1,1
"4619","rescue",1,1
"4620","revere",1,1
"4621","revolutions",1,1
"4622","ride",1,1
"4623","rifles",1,1
"4624","rode",1,1
"4625","sadness",1,1
"4626","scored",1,1
"4627","scourges",1,1
"4628","seas",1,1
"4629","secrets",1,1
"4630","serried",1,1
"4631","seventy",1,1
"4632","shintoism",1,1
